visit_id,user_id,visit_start_time,page_view,cart_add,purchase,campaign_name,impression,click,cart_products
06b4ae,421,2020-01-14 14:04:18.453745,11,7,1,BOGOF - Fishing For Compliments,1,1,"Salmon,Kingfish,Russian Caviar,Abalone,Lobster,Crab,Oyster"
48308b,421,2020-01-29 06:08:37.875971,7,4,1,,0,0,"Salmon,Abalone,Lobster,Crab"
5bfcbe,421,2020-01-29 16:30:03.666946,1,0,0,,0,0,
8a385b,421,2020-01-14 23:02:43.494558,9,1,0,BOGOF - Fishing For Compliments,0,0,Salmon
057bcb,422,2020-02-22 19:52:20.893687,10,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Abalone,Lobster,Oyster"
1d4438,422,2020-03-15 15:00:54.705134,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Crab"
424d92,422,2020-02-22 07:14:48.490187,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
47b153,422,2020-04-17 05:02:46.301346,1,0,0,,0,0,
4d3685,422,2020-04-17 01:29:48.871015,9,4,1,,0,0,"Tuna,Russian Caviar,Crab,Oyster"
7f7fa0,422,2020-02-22 18:24:37.610913,8,1,0,Half Off - Treat Your Shellf(ish),0,0,Salmon
ad4a2c,422,2020-03-22 17:30:28.355618,7,2,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Abalone"
b88f05,422,2020-03-15 06:58:08.200083,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
e534b5,422,2020-03-22 18:56:39.907452,6,2,1,Half Off - Treat Your Shellf(ish),1,0,"Black Truffle,Lobster"
edf853,422,2020-02-22 13:03:41.691871,10,6,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Kingfish,Russian Caviar,Black Truffle,Abalone,Oyster"
2b7137,423,2020-02-29 05:57:19.703962,9,6,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Russian Caviar,Lobster,Crab,Oyster"
44a2c7,423,2020-04-10 13:23:50.668339,6,2,0,,1,0,"Kingfish,Black Truffle"
6ecaa6,423,2020-03-27 13:16:43.031468,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
789387,423,2020-02-29 17:41:51.630147,9,3,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Tuna,Black Truffle"
805dd7,423,2020-04-10 07:38:33.459695,6,1,1,,0,0,Black Truffle
969158,423,2020-03-27 18:01:59.456353,9,2,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Oyster"
c0b979,423,2020-04-28 14:38:43.48213,1,0,0,,0,0,
f2058d,423,2020-04-28 08:11:43.666604,6,0,0,,0,0,
24917c,424,2020-01-25 02:27:28.268197,3,1,0,25% Off - Living The Lux Life,1,0,Black Truffle
6d2f5b,424,2020-01-06 03:30:12.035008,1,0,0,BOGOF - Fishing For Compliments,0,0,
6db1c1,424,2020-01-06 19:50:56.680052,5,0,0,BOGOF - Fishing For Compliments,0,0,
ca6607,424,2020-01-25 11:50:33.074978,11,4,0,25% Off - Living The Lux Life,0,0,"Tuna,Black Truffle,Abalone,Oyster"
cb7ed6,424,2020-02-12 08:51:42.437032,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
fa7cd9,424,2020-02-12 03:39:20.431789,7,3,1,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Crab,Oyster"
2b615a,425,2020-03-21 17:39:08.910876,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
3780c8,425,2020-03-01 08:13:15.523234,4,1,1,Half Off - Treat Your Shellf(ish),0,0,Tuna
40d635,425,2020-03-28 20:48:05.134965,8,5,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Lobster,Crab,Oyster"
5d25a2,425,2020-02-14 21:02:06.635188,8,3,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Russian Caviar,Black Truffle"
87865e,425,2020-03-01 15:38:09.01575,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
a4ff5c,425,2020-02-14 16:09:31.788678,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
bb26a1,425,2020-03-21 12:56:06.415472,8,3,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Kingfish,Crab"
f01930,425,2020-03-28 04:49:49.564532,3,0,0,Half Off - Treat Your Shellf(ish),0,0,
06b258,426,2020-03-14 03:00:34.773712,8,4,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Kingfish,Abalone,Lobster"
0776ee,426,2020-02-11 13:23:14.395785,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
2a8886,426,2020-02-11 02:29:17.644265,6,3,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Abalone,Crab"
47a537,426,2020-02-23 11:50:32.820929,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Russian Caviar"
967a41,426,2020-02-17 08:54:56.980496,9,5,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Black Truffle,Abalone,Oyster"
b0240a,426,2020-02-17 11:49:56.093467,5,1,0,Half Off - Treat Your Shellf(ish),0,0,Oyster
b5159c,426,2020-02-23 03:52:44.203712,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
f4707a,426,2020-03-14 07:44:46.548681,9,4,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Black Truffle,Crab"
25d8b9,427,2020-02-16 00:31:17.831716,4,1,1,Half Off - Treat Your Shellf(ish),0,0,Lobster
af1a12,427,2020-03-15 06:52:18.723942,9,2,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Oyster"
dc3174,427,2020-02-16 13:17:46.293567,9,5,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Russian Caviar,Black Truffle,Lobster,Crab"
ded2b9,427,2020-03-07 14:48:35.193135,9,4,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Abalone,Lobster,Oyster"
f35f44,427,2020-03-07 16:57:36.499903,7,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Black Truffle,Abalone,Lobster,Crab"
fc0bb3,427,2020-03-15 13:40:39.284971,9,6,1,Half Off - Treat Your Shellf(ish),1,1,"Tuna,Russian Caviar,Black Truffle,Abalone,Lobster,Oyster"
658359,428,2020-01-27 02:23:38.661064,1,0,0,25% Off - Living The Lux Life,0,0,
b60b2d,428,2020-01-27 06:33:44.200032,6,2,1,25% Off - Living The Lux Life,0,0,"Kingfish,Tuna"
012599,429,2020-02-17 07:56:15.329003,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
04a6e4,429,2020-01-28 14:25:31.014832,6,2,1,25% Off - Living The Lux Life,0,0,"Salmon,Black Truffle"
0b0e07,429,2020-01-21 20:16:12.199032,6,1,1,25% Off - Living The Lux Life,0,0,Kingfish
350b47,429,2020-01-28 22:12:03.705817,1,0,0,25% Off - Living The Lux Life,0,0,
6d5719,429,2020-01-21 13:33:16.716214,7,1,1,25% Off - Living The Lux Life,1,0,Crab
8e6c42,429,2020-03-06 18:05:32.580919,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
b3b4c5,429,2020-02-17 08:32:09.749208,7,3,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Abalone,Crab"
e8eac2,429,2020-03-06 12:49:09.856096,7,3,0,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Lobster,Crab"
3cb5b7,430,2020-03-21 18:14:04.816587,9,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Abalone,Crab,Oyster"
6b293d,430,2020-01-06 04:18:58.997536,9,1,0,BOGOF - Fishing For Compliments,0,0,Oyster
78761d,430,2020-03-12 15:38:37.346423,7,1,1,Half Off - Treat Your Shellf(ish),1,0,Tuna
84bf22,430,2020-03-21 17:37:40.881346,5,1,1,Half Off - Treat Your Shellf(ish),0,0,Kingfish
977393,430,2020-03-12 15:40:21.181462,5,0,0,Half Off - Treat Your Shellf(ish),0,0,
aa5d60,430,2020-02-17 17:31:37.760952,6,1,1,Half Off - Treat Your Shellf(ish),0,0,Russian Caviar
c80d70,430,2020-01-06 16:39:05.123198,10,7,1,BOGOF - Fishing For Compliments,1,1,"Kingfish,Tuna,Russian Caviar,Black Truffle,Lobster,Crab,Oyster"
d0a4a6,430,2020-02-17 01:22:18.147371,7,2,0,Half Off - Treat Your Shellf(ish),1,0,"Tuna,Oyster"
def5d4,430,2020-01-23 16:26:43.382507,9,1,1,25% Off - Living The Lux Life,0,0,Lobster
0988e6,431,2020-02-22 10:30:54.772742,7,3,0,Half Off - Treat Your Shellf(ish),0,0,"Abalone,Lobster,Oyster"
29a0b0,431,2020-01-26 17:44:08.728768,1,0,0,25% Off - Living The Lux Life,0,0,
3a5279,431,2020-01-24 21:18:14.053111,7,5,1,25% Off - Living The Lux Life,1,1,"Salmon,Kingfish,Tuna,Crab,Oyster"
4d2bdf,431,2020-01-15 02:48:59.06779,6,2,1,25% Off - Living The Lux Life,0,0,"Black Truffle,Oyster"
8f8764,431,2020-01-15 19:02:11.772122,8,6,1,25% Off - Living The Lux Life,1,1,"Salmon,Tuna,Russian Caviar,Black Truffle,Abalone,Crab"
af17b0,431,2020-01-26 17:48:16.690426,7,1,1,25% Off - Living The Lux Life,0,0,Lobster
b78d6e,431,2020-01-24 13:39:13.257611,7,1,0,25% Off - Living The Lux Life,0,0,Kingfish
fbe0bb,431,2020-02-22 20:47:10.255972,9,4,1,Half Off - Treat Your Shellf(ish),1,1,"Tuna,Russian Caviar,Crab,Oyster"
07635c,432,2020-02-24 05:26:13.980348,5,2,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Lobster"
22eda7,432,2020-01-26 23:54:52.538437,1,0,0,25% Off - Living The Lux Life,0,0,
23f789,432,2020-01-07 19:03:38.76,9,3,1,BOGOF - Fishing For Compliments,0,0,"Salmon,Tuna,Russian Caviar"
9c103c,432,2020-01-26 17:31:18.285476,8,1,1,25% Off - Living The Lux Life,0,0,Russian Caviar
a64ee2,432,2020-01-07 17:15:38.045582,4,1,0,BOGOF - Fishing For Compliments,1,0,Tuna
a9d38a,432,2020-02-24 15:05:16.616659,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
2a38ad,433,2020-03-22 06:47:13.261482,11,7,0,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Russian Caviar,Abalone,Lobster,Crab,Oyster"
4c06ce,433,2020-01-29 08:10:41.98174,1,0,0,,0,0,
525c1c,433,2020-03-12 20:49:46.504415,5,0,0,Half Off - Treat Your Shellf(ish),0,0,
6b71f7,433,2020-03-22 10:25:24.437373,5,0,0,Half Off - Treat Your Shellf(ish),0,0,
728907,433,2020-03-12 23:41:30.250545,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
738d05,433,2020-01-29 09:08:12.808045,7,1,0,,0,0,Lobster
b20ded,433,2020-02-14 00:27:05.011455,8,3,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Abalone,Lobster"
bced36,433,2020-02-14 02:56:38.406969,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
3d0bab,434,2020-02-23 15:59:15.043881,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Russian Caviar"
6ab578,434,2020-02-23 06:55:14.643672,7,4,1,Half Off - Treat Your Shellf(ish),1,0,"Kingfish,Russian Caviar,Crab,Oyster"
6f7825,434,2020-02-20 16:55:00.941584,8,1,1,Half Off - Treat Your Shellf(ish),0,0,Oyster
81c07e,434,2020-02-20 14:51:42.918498,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
c00612,434,2020-02-18 13:46:09.2006,9,2,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Black Truffle"
cb52c8,434,2020-01-31 06:34:12.75154,4,1,0,,0,0,Abalone
d31279,434,2020-01-31 16:41:30.179931,8,4,1,,1,1,"Salmon,Russian Caviar,Crab,Oyster"
f33daa,434,2020-02-18 22:03:46.730465,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
576923,435,2020-02-26 22:48:40.905101,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
64b33e,435,2020-02-20 23:42:11.562153,9,2,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Oyster"
bc99e5,435,2020-02-26 21:17:37.726735,8,3,0,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Russian Caviar,Black Truffle"
d5f2ab,435,2020-02-20 03:12:34.697879,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
007330,436,2020-01-07 22:39:14.516877,11,8,1,BOGOF - Fishing For Compliments,1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone,Lobster,Oyster"
082f64,436,2020-01-28 00:23:38.037778,11,8,1,25% Off - Living The Lux Life,1,1,"Salmon,Kingfish,Tuna,Black Truffle,Abalone,Lobster,Crab,Oyster"
14a00c,436,2020-02-19 11:06:34.306556,8,4,0,Half Off - Treat Your Shellf(ish),1,0,"Abalone,Lobster,Crab,Oyster"
4715a8,436,2020-01-07 00:52:12.288731,5,1,1,BOGOF - Fishing For Compliments,0,0,Salmon
58ab5f,436,2020-02-19 02:53:40.408176,9,1,1,Half Off - Treat Your Shellf(ish),0,0,Crab
6a3709,436,2020-01-28 01:44:24.291151,8,2,0,25% Off - Living The Lux Life,0,0,"Kingfish,Lobster"
905563,436,2020-01-28 13:24:41.052191,9,5,0,25% Off - Living The Lux Life,0,0,"Kingfish,Tuna,Russian Caviar,Abalone,Oyster"
dfe55d,436,2020-01-28 18:54:38.140925,9,7,1,25% Off - Living The Lux Life,1,1,"Salmon,Kingfish,Russian Caviar,Black Truffle,Lobster,Crab,Oyster"
0900c7,437,2020-03-07 00:47:16.159696,9,3,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Tuna,Crab"
1fb5aa,437,2020-03-19 20:22:08.123663,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Black Truffle,Lobster"
2c7ba2,437,2020-02-26 15:39:48.853984,8,3,1,Half Off - Treat Your Shellf(ish),0,0,"Black Truffle,Abalone,Oyster"
5b3692,437,2020-03-07 11:37:03.222648,6,1,1,Half Off - Treat Your Shellf(ish),1,0,Tuna
ae3dcd,437,2020-02-26 07:14:23.050683,7,3,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Russian Caviar"
e504d2,437,2020-03-19 10:43:27.938955,8,6,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Tuna,Black Truffle,Lobster,Crab,Oyster"
3076ce,438,2020-01-08 01:49:09.41187,6,3,0,BOGOF - Fishing For Compliments,0,0,"Salmon,Lobster,Crab"
336294,438,2020-02-09 09:38:08.156312,5,2,1,Half Off - Treat Your Shellf(ish),0,0,"Abalone,Oyster"
5d590a,438,2020-02-25 21:41:31.201411,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
602b24,438,2020-01-08 03:53:37.419761,10,7,1,BOGOF - Fishing For Compliments,1,1,"Salmon,Kingfish,Tuna,Black Truffle,Abalone,Lobster,Crab"
7f4b28,438,2020-02-25 17:10:43.06262,5,2,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Black Truffle"
9259a4,438,2020-01-30 01:12:23.370211,1,0,0,,0,0,
c2e381,438,2020-01-30 11:39:50.049486,7,2,0,,0,0,"Russian Caviar,Oyster"
fc1edb,438,2020-02-09 19:23:01.809952,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
036b95,439,2020-04-11 23:26:29.024878,8,2,1,,0,0,"Abalone,Lobster"
06a92e,439,2020-02-12 17:04:02.907423,8,4,0,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Tuna,Abalone,Crab"
6c4995,439,2020-03-31 20:19:00.955278,9,6,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Tuna,Russian Caviar,Abalone,Lobster,Oyster"
73d7e8,439,2020-03-08 07:13:40.863266,5,2,1,Half Off - Treat Your Shellf(ish),0,0,"Black Truffle,Crab"
91b590,439,2020-02-12 22:36:01.823181,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
ae3f6a,439,2020-04-11 04:12:42.447334,10,5,1,,1,1,"Salmon,Kingfish,Abalone,Lobster,Oyster"
b33865,439,2020-03-31 11:56:32.605173,8,4,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Tuna,Crab,Oyster"
e5ed82,439,2020-03-08 01:05:37.693173,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
276906,440,2020-02-14 16:31:47.480299,7,2,0,Half Off - Treat Your Shellf(ish),0,0,"Abalone,Oyster"
4274e4,440,2020-04-08 16:11:56.388986,8,1,1,,0,0,Oyster
62c1b6,440,2020-04-16 12:49:54.354534,9,4,1,,0,0,"Salmon,Tuna,Abalone,Oyster"
6a3f7d,440,2020-04-16 05:47:35.898174,4,0,0,,1,0,
8505be,440,2020-04-11 14:39:50.890927,11,4,1,,1,1,"Abalone,Lobster,Crab,Oyster"
87ce10,440,2020-03-26 22:24:27.418509,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
b0d17c,440,2020-02-14 08:21:53.315833,6,2,1,Half Off - Treat Your Shellf(ish),1,0,"Tuna,Lobster"
ba90e8,440,2020-03-12 09:21:01.884607,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Black Truffle,Crab"
c7f74c,440,2020-04-08 16:25:48.166228,9,6,1,,1,1,"Salmon,Kingfish,Tuna,Black Truffle,Abalone,Oyster"
ce299c,440,2020-04-11 17:35:28.999596,8,4,0,,0,0,"Salmon,Black Truffle,Lobster,Crab"
ced014,440,2020-03-12 16:56:26.36122,8,4,1,Half Off - Treat Your Shellf(ish),1,0,"Kingfish,Black Truffle,Crab,Oyster"
d2c158,440,2020-03-26 08:52:07.526577,6,3,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Russian Caviar,Black Truffle"
0b1f93,441,2020-02-19 04:03:48.206398,8,2,0,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Russian Caviar"
1553c5,441,2020-03-14 01:04:47.427529,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
615b7b,441,2020-02-19 19:23:20.907247,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
687c4a,441,2020-04-19 06:11:59.316956,8,3,1,,1,0,"Russian Caviar,Black Truffle,Crab"
7d6e4c,441,2020-04-19 22:55:43.916864,10,3,1,,0,0,"Salmon,Crab,Oyster"
84e386,441,2020-03-25 16:54:01.591676,7,4,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Russian Caviar,Abalone,Lobster"
86d8fa,441,2020-04-20 07:44:28.409161,1,0,0,,0,0,
90439d,441,2020-03-14 13:43:39.011949,4,1,1,Half Off - Treat Your Shellf(ish),0,0,Kingfish
c500cf,441,2020-04-20 13:34:32.928065,7,3,1,,0,0,"Kingfish,Lobster,Crab"
f032a1,441,2020-03-25 19:08:35.020976,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
4f7cf5,442,2020-01-12 12:19:10.102168,1,0,0,BOGOF - Fishing For Compliments,0,0,
5305f1,442,2020-02-01 23:48:56.507462,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
53d461,442,2020-01-28 21:23:57.279221,8,2,1,25% Off - Living The Lux Life,0,0,"Russian Caviar,Crab"
592ea9,442,2020-02-01 22:00:25.846098,4,0,0,Half Off - Treat Your Shellf(ish),0,0,
d64b74,442,2020-01-28 07:23:25.965878,1,0,0,25% Off - Living The Lux Life,0,0,
fbb0af,442,2020-01-12 05:47:40.150337,7,2,1,BOGOF - Fishing For Compliments,0,0,"Kingfish,Crab"
080637,443,2020-03-03 12:57:28.873505,10,4,1,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Tuna,Black Truffle,Abalone"
20877f,443,2020-02-24 03:52:54.00907,10,2,0,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Black Truffle"
2da1c4,443,2020-03-02 03:25:27.096721,8,3,0,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Lobster,Oyster"
4339c0,443,2020-03-07 16:15:29.484601,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
4caeaa,443,2020-03-03 17:26:52.799181,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
935206,443,2020-02-24 14:42:52.685781,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
aee4f0,443,2020-03-07 04:34:53.413304,8,2,0,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Black Truffle"
d980b7,443,2020-02-24 14:14:33.724311,8,3,1,Half Off - Treat Your Shellf(ish),1,0,"Kingfish,Tuna,Lobster"
e533b8,443,2020-02-24 09:35:40.676465,8,2,1,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Crab"
f5a435,443,2020-03-02 07:16:59.72165,10,6,1,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Abalone,Lobster,Crab,Oyster"
09baef,444,2020-01-07 20:44:40.150158,6,3,1,BOGOF - Fishing For Compliments,0,0,"Tuna,Russian Caviar,Crab"
1cd6eb,444,2020-02-10 22:48:41.717486,8,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Russian Caviar,Black Truffle,Crab,Oyster"
6e704a,444,2020-02-10 05:18:33.953862,6,2,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Lobster"
bc59fb,444,2020-02-05 05:11:51.20635,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
cd2f91,444,2020-01-07 12:53:20.008908,8,6,1,BOGOF - Fishing For Compliments,1,1,"Salmon,Kingfish,Russian Caviar,Abalone,Lobster,Oyster"
f3dcba,444,2020-02-05 05:52:39.024783,8,4,0,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Abalone,Crab,Oyster"
241054,445,2020-02-28 13:22:23.284175,7,2,1,Half Off - Treat Your Shellf(ish),1,0,"Salmon,Lobster"
30d365,445,2020-02-28 19:40:13.111646,6,1,1,Half Off - Treat Your Shellf(ish),0,0,Tuna
592871,445,2020-02-03 01:56:58.115897,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
8d94cf,445,2020-03-10 13:08:00.838661,4,0,0,Half Off - Treat Your Shellf(ish),0,0,
c10eb8,445,2020-02-03 21:05:22.405656,7,1,1,Half Off - Treat Your Shellf(ish),0,0,Oyster
cd0a01,445,2020-03-10 11:27:29.803535,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
13a63c,446,2020-01-23 03:57:59.367474,1,0,0,25% Off - Living The Lux Life,0,0,
464878,446,2020-02-01 11:44:48.529207,4,2,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Russian Caviar"
46e326,446,2020-02-11 22:41:17.216699,7,4,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Russian Caviar,Abalone,Lobster"
95ba47,446,2020-02-01 03:42:43.731656,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
9e2787,446,2020-02-11 15:00:50.817011,8,3,0,Half Off - Treat Your Shellf(ish),1,1,"Kingfish,Tuna,Crab"
c0ca2d,446,2020-03-03 04:16:40.670491,8,3,0,Half Off - Treat Your Shellf(ish),1,0,"Kingfish,Russian Caviar,Crab"
ce88bb,446,2020-01-23 21:54:45.796779,9,2,1,25% Off - Living The Lux Life,0,0,"Tuna,Russian Caviar"
da20b9,446,2020-03-03 08:06:28.427828,9,5,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Kingfish,Abalone,Crab,Oyster"
1a04b4,447,2020-03-31 04:17:14.863202,9,2,1,Half Off - Treat Your Shellf(ish),0,0,"Lobster,Oyster"
86b3cd,447,2020-03-06 03:39:34.24408,8,4,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Tuna,Lobster,Crab"
9a529e,447,2020-03-06 02:47:58.671274,7,2,1,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Oyster"
ad8ce5,447,2020-03-31 10:56:29.441451,9,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Russian Caviar,Black Truffle,Lobster"
bc1f87,447,2020-02-19 08:31:02.556771,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
c05170,447,2020-02-19 09:34:57.166434,4,2,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Oyster"
255e2b,448,2020-02-02 17:14:29.832643,10,6,1,Half Off - Treat Your Shellf(ish),1,1,"Tuna,Black Truffle,Abalone,Lobster,Crab,Oyster"
259fb0,448,2020-02-27 20:26:03.064901,7,4,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Crab,Oyster"
2892de,448,2020-03-10 22:27:29.519383,6,2,0,Half Off - Treat Your Shellf(ish),0,0,"Abalone,Crab"
31b38e,448,2020-02-27 19:03:05.577166,11,4,1,Half Off - Treat Your Shellf(ish),0,0,"Russian Caviar,Abalone,Lobster,Crab"
52edb7,448,2020-03-21 16:50:51.299202,8,3,0,Half Off - Treat Your Shellf(ish),0,0,"Tuna,Lobster,Oyster"
69aa1c,448,2020-01-25 23:56:54.43615,7,1,1,25% Off - Living The Lux Life,0,0,Russian Caviar
6b222c,448,2020-03-31 02:47:56.151754,9,7,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Abalone,Lobster,Crab,Oyster"
7b5f5b,448,2020-03-10 10:18:22.562897,8,5,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Black Truffle,Lobster"
c7f150,448,2020-03-31 08:44:24.779211,6,1,1,Half Off - Treat Your Shellf(ish),0,0,Tuna
d8d9e8,448,2020-01-25 12:06:56.450899,6,2,1,25% Off - Living The Lux Life,1,0,"Kingfish,Lobster"
df1785,448,2020-02-02 17:40:04.343927,10,3,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Lobster,Crab"
fd0d11,448,2020-03-21 15:31:33.69275,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
1ef2ef,449,2020-02-14 15:08:36.717961,9,4,0,Half Off - Treat Your Shellf(ish),0,0,"Kingfish,Tuna,Black Truffle,Abalone"
5576d7,449,2020-01-18 04:54:40.289732,6,0,0,25% Off - Living The Lux Life,0,0,
aa4049,449,2020-01-18 03:36:33.320325,9,6,1,25% Off - Living The Lux Life,1,1,"Kingfish,Tuna,Russian Caviar,Black Truffle,Abalone,Lobster"
e439d4,449,2020-01-18 02:53:11.968567,8,3,1,25% Off - Living The Lux Life,0,0,"Tuna,Lobster,Crab"
f2520d,449,2020-01-18 16:20:26.092795,1,0,0,25% Off - Living The Lux Life,0,0,
fdfe60,449,2020-02-14 05:20:40.390778,11,7,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Russian Caviar,Abalone,Lobster,Crab"
18c7c2,450,2020-01-29 22:38:49.617445,8,1,1,,0,0,Lobster
6c3580,450,2020-01-29 03:56:46.47102,1,0,0,,0,0,
795ad6,450,2020-02-26 16:10:23.519828,9,6,1,Half Off - Treat Your Shellf(ish),1,1,"Salmon,Kingfish,Tuna,Black Truffle,Crab,Oyster"
83f7e4,450,2020-02-26 23:18:06.75556,5,3,0,Half Off - Treat Your Shellf(ish),0,0,"Salmon,Kingfish,Abalone"
296a67,451,2020-02-06 23:58:45.125321,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
7bdc1a,451,2020-01-29 00:56:44.283035,3,2,0,,1,0,"Russian Caviar,Crab"
975e82,451,2020-02-06 15:08:41.394069,6,0,0,Half Off - Treat Your Shellf(ish),0,0,
a192c4,451,2020-01-29 10:53:49.951308,7,1,1,,0,0,Oyster
bff9ed,451,2020-02-19 13:14:58.087758,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
ef55ca,451,2020-02-19 19:20:08.313178,9,1,1,Half Off - Treat Your Shellf(ish),0,0,Kingfish
6c4020,452,2020-02-09 08:07:17.183835,1,0,0,Half Off - Treat Your Shellf(ish),0,0,
